ISBN,title,authors,category,publicationYear,totalCopies,availableCopies,shelfNumber,addedAt,lastUpdated
978-0-618-72878-7,Moby Dick,Richard Yates,Historical Fiction,2025,5,5,Y-18,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-407-93719-2,"20,000 Leagues Under the Sea",Suzanne Collins,Comedy,2024,219,219,F-92,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-109-66188-0,Stories of Anton Chekhov,Marilynne Robinson,Romance,2024,13,13,T-85,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-222-82463-9,The Iliad,William Shakespeare,Fantasy,2025,69,69,N-78,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-205-30965-5,Beloved,Ken Kesey,Comedy,2025,232,232,V-94,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-343-90865-9,Charlotte's Web,Lewis Carroll,Philosophy,2024,124,124,J-07,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-0387-7204-6,The Art of War,Paulo Coelho,Young Adult,2024,243,243,J-67,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-60693-880-5,Les Miserables,John Camden Hotten,Business,2025,58,58,G-38,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-0979-5493-3,A Handful of Dust,Elizabeth Cleghorn Gaskell,Young Adult,2025,47,47,K-76,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-409-70114-2,Josefine Mutzenbacher,James Dickey,Adventure,2024,184,184,X-64,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4815-9582-7,"Are You There God? It's Me, Margaret",Chinua Achebe,Adventure,2024,271,271,I-62,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-365-04548-6,The Heart is a Lonely Hunter,W.G. Sebald,Western,2025,160,160,C-96,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-61858-798-5,Under the Volcano,John Grisham,Fantasy,2025,13,13,F-68,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4187-7577-3,The Wonderful Wizard of Oz,Walter Scott,Thriller,2025,194,194,Y-91,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-473-29796-1,The Kite Runner,Jules Verne,Adventure,2025,16,16,F-59,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-10-240809-6,The Prince,John Ormsby,Poetry,2024,225,225,S-84,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-215-04427-3,The Catcher in the Rye,C.S. Lewis,Historical Fiction,2026,30,30,S-04,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-253-67572-6,The Naked and the Dead,Ayn Rand,Science Fiction,2025,169,169,J-52,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-58925-015-4,His Dark Materials,Homer,Drama,2024,65,65,X-42,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-342-71521-3,Atlas Shrugged,Oscar Levy,Adventure,2025,293,293,I-74,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-326-87565-0,The Heart of the Matter,Mary Shelley,Mystery,2024,137,137,G-99,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-466-39893-4,"Rabbit, Run",Kazuo Ishiguro,Fantasy,2025,221,221,V-79,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-0815-1948-3,The Remains of the Day,Kingsley Amis,Adventure,2025,55,55,P-58,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-07-291541-9,Lord of the Flies,Bertrand Russell,Psychology,2025,110,110,H-40,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-339-79733-5,Charlotte's Web,Salman Rushdie,Horror,2024,29,29,R-13,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-312-84014-0,Money,T.S. Eliot,Children's Literature,2025,253,253,N-43,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-6988-3661-4,Alice's Adventures in Wonderland,Alexander Pope,Thriller,2025,82,82,A-97,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9540164-2-5,Tropic of Cancer,Fyodor Dostoyevsky,Graphic Novel,2024,232,232,R-04,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-57825-667-9,Winnie-the-Pooh,Robert Penn Warren,Classic,2025,71,71,V-54,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-669-14398-0,War and Peace,Chinua Achebe,Historical Fiction,2025,254,254,S-29,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5132-4029-9,Carmilla,Cormac McCarthy,Adventure,2024,110,110,W-34,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-901472-09-0,The Scarlet Letter,Charlotte Brontë,Western,2025,275,275,F-91,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-337-99578-8,Oliver Twist,John Milton,Mythology,2024,66,66,C-41,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-204-69089-1,Middlemarch,Margaret Mitchell,Religion,2025,132,132,X-05,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-349-83774-8,The Brothers Karamazov,Italo Calvino,Children's Literature,2025,27,27,H-37,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4874-1920-2,Nineteen Eighty Four,Neil Gaiman,Adventure,2024,223,223,T-93,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-60429-999-1,The Adventures of Huckleberry Finn,Johann Wolfgang von Goethe,Biography,2026,45,45,D-39,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-08-346025-0,On the Duty of Civil Disobedience,Nancy Mitford,Drama,2025,80,80,U-22,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9893183-3-4,The Adventures of Huckleberry Finn,William Shakespeare,Comic,2025,59,59,Z-14,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-240-78048-1,A Handful of Dust,Walt Whitman,Graphic Novel,2025,124,124,T-66,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-8044-3368-6,Lord Jim,Henry David Thoreau,Drama,2025,138,138,I-03,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-256-71917-8,It,Zadie Smith,Biography,2025,66,66,J-18,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7037-6541-3,A Confederacy of Dunces,Salman Rushdie,Western,2024,214,214,S-90,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-87632-579-7,Republic,George Grossmith,Science Fiction,2024,148,148,O-65,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-905641-63-5,The Lord of the Rings,T. Smollett,Drama,2026,214,214,U-71,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-75995-183-6,Of Mice and Men,Wilkie Collins,Poetry,2025,236,236,N-83,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-531-34608-2,My Bondage and My Freedom,Rudyard Kipling,Drama,2025,58,58,R-61,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-439-83792-7,The Waste Land,H.G. Wells,Graphic Novel,2025,162,162,I-05,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-565-69493-7,Winnie-the-Pooh,Frank T. Merrill,Horror,2025,294,294,V-07,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5073-7555-6,The Trial,E.M. Forster,Fantasy,2024,151,151,W-30,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-84902-427-3,The Red and the Black,Henry Morley,Memoir,2024,151,151,X-04,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-143-64541-9,His Dark Materials,W.K. Marriott,Mystery,2024,109,109,B-78,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-952356-88-9,The Scarlet Letter,Bram Stoker,Drama,2026,160,160,I-17,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-62595-976-8,Jude the Obscure,Samuel Beckett,Graphic Novel,2024,211,211,O-40,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-327-43220-3,Anne of Green Gables,Laurence Sterne,Business,2025,175,175,F-15,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9636278-2-7,"Absalom, Absalom!",Carson McCallers,Science Fiction,2024,173,173,Y-96,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-668-42671-8,Of Mice and Men,Harriet Beecher Stowe,Young Adult,2025,45,45,I-28,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-914785-19-4,The Wonderful Wizard of Oz,Robert Louis Stevenson,Fantasy,2024,222,222,G-21,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-673-60189-6,"The Lion, the Witch, and the Wardrobe",Laurence Sterne,Psychology,2025,47,47,F-67,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-328-15855-3,One Thousand and One Nights,George Saunders,Biography,2024,222,222,X-82,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-360-36082-2,Underworld,Harriet Beecher Stowe,Drama,2025,173,173,U-02,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-8288-9375-6,Life of Pi,Rachel Kushner,Children's Literature,2024,300,300,M-87,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-198-55671-5,Catch-22,Stephen Hawking,Business,2025,172,172,D-28,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-61755-909-9,Bleak House,Bernard Shaw,Drama,2024,298,298,M-92,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5465-9120-7,A Clockwork Orange,Salman Rushdie,Biography,2024,151,151,L-73,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-367-59113-4,L.A. Confidential,Ralph Ellison,Comedy,2025,267,267,Q-51,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-460-68329-6,Great Expectations,W.G. Sebald,Mythology,2024,148,148,R-05,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-133-52735-0,"Rabbit, Run",Thomas Love Peacock,Historical Fiction,2025,171,171,K-31,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-669-48833-3,All the King's Men,Victor Hugo,Graphic Novel,2025,134,134,S-13,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-390-16780-4,Sybil,Harper Lee,Mystery,2025,169,169,O-67,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7345898-4-9,Herzog,Rachel Kushner,Memoir,2024,29,29,U-45,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-905839-69-1,The Prime of Miss Jean Brodie,Graham Greene,Young Adult,2025,255,255,M-15,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-15-354485-9,Things Fall Apart,Antoine de Saint-Exupéry,Science Fiction,2025,114,114,L-41,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7539-6107-0,A Bend in the River,Dante Alighieri,Children's Literature,2025,60,60,X-26,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-357-03624-2,The Moviegoer,Haruki Murakami,Historical Fiction,2024,300,300,Y-60,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-242-02329-3,Gulliver's Travels,George Saunders,Thriller,2025,289,289,L-56,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7037-0760-4,On the Duty of Civil Disobedience,Nathaniel Hawthorne,Classic,2025,205,205,I-04,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-200-05954-1,An American Tragedy,Philip Roth,Western,2024,168,168,F-74,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-352-95594-1,Dora,C.E. Brock,Horror,2025,185,185,V-61,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-64092-011-8,Uncle Tom's Cabin,William Faulkner,Science Fiction,2025,254,254,J-82,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-393-51842-6,Frankenstein,Jacob Grimm,Classic,2025,227,227,N-22,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-246-49920-2,Lolita,Constance Garnett,Biography,2025,17,17,G-32,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-05-861060-4,Hamlet,Charlotte Perkins Gilman,Romance,2024,248,248,V-39,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-987998-05-4,The Canterbury Tales,Harriet Beecher Stowe,Mystery,2025,237,237,D-18,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-14-546752-4,The Woman in White,Henry Miller,Historical Fiction,2025,254,254,U-66,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-63720-762-8,Nostromo,Neil Gaiman,Business,2024,215,215,Q-47,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-667-72441-9,Native Son,Walker Percy,Psychology,2025,96,96,W-90,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-14-726914-0,The Blue Castle,Harper Lee,Poetry,2025,58,58,F-86,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4953-6280-4,The Divine Comedy,Margaret Atwood,Detective,2024,289,289,T-12,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-10-213205-2,Hitting the line,Thomas Mann,Children's Literature,2024,152,152,U-17,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-6886-4646-9,The Picture of Dorian Gray,Robert Graves,Religion,2024,23,23,Q-60,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-929024-48-6,Heart of Darkness,Jacqueline Crooks,Romance,2025,291,291,C-13,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-0906-7762-4,Bleak House,Ken Follett,Adventure,2025,52,52,U-77,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-04-714921-4,"Tinker, Tailor, Soldier, Spy",Daniel Defoe,Poetry,2025,280,280,Y-89,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-3997-6763-7,"I, Claudius",George Orwell,Philosophy,2025,167,167,T-03,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-491-96071-7,The Blue Castle,Ayn Rand,Mythology,2024,179,179,B-92,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-9790-6676-1,The Great Gatsby,Jack Kerouac,Children's Literature,2025,156,156,X-62,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-653-80244-2,The Brief Wondrous Life of Oscar Wao,Antoine de Saint-Exupéry,Comedy,2024,144,144,T-49,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4449-6288-8,Beloved,José Rizal,Mythology,2025,57,57,M-49,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-200-75100-1,Adventures of Huckleberry Finn,Muriel Spark,Biography,2025,243,243,O-21,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-05-219199-1,Pride and Prejudice,Saul Bellow,Young Adult,2024,58,58,U-95,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-249-00916-3,The Pilgrim's Progress,Peter Carey,Western,2025,33,33,K-80,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-08-164886-5,Tess of the d'Urbervilles,George Grossmith,Historical Fiction,2025,263,263,V-21,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-176-94146-5,If on a Winter's Night a Traveler,Ian McEwan,Horror,2024,141,141,C-60,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-282-70005-8,Catch-22,Ford Madox Ford,Historical Fiction,2025,150,150,D-82,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-0928-7773-2,U.S.A. Trilogy,Charlotte Brontë,Mystery,2025,121,121,Z-13,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-12-179923-6,The Black Sheep,Brian Evenson,Children's Literature,2025,86,86,J-13,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5429-9932-8,Freakonomics,Sir Richard Francis Burton,Mystery,2024,86,86,I-51,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-454-14254-9,Dao De Jing: A Minimalist Translation,Marilynne Robinson,Comedy,2024,118,118,G-26,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-163-06060-5,The Heart is a Lonely Hunter,Miguel de Cervantes,Mythology,2025,146,146,W-25,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-264-97968-4,"Tinker, Tailor, Soldier, Spy",Kenneth Grahame,Mystery,2024,72,72,Q-21,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-9804-9307-5,A Doll's House,Richard Wagner,Science Fiction,2025,181,181,I-93,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-912511-31-3,Dora,Italo Calvino,Business,2025,173,173,P-49,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-74218-765-5,The Three Musketeers,Erich Remarque,Horror,2024,229,229,H-82,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-317-16275-2,The Three Musketeers,Agatha Christie,Graphic Novel,2025,82,82,H-29,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-119-35791-9,The Works of Edgar Allan Poe,Johann Wolfgang von Goethe,Business,2025,54,54,R-55,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4349-5910-2,My Bondage and My Freedom,Gustave Doré,Detective,2025,42,42,X-39,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-335-56324-8,"Tinker, Tailor, Soldier, Spy",Thomas Mann,Psychology,2025,104,104,P-61,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-161-58846-0,Pale Fire,Dean Koontz,Thriller,2025,113,113,A-22,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-02-574329-5,Uncle Tom's Cabin,Erich Remarque,Business,2024,98,98,I-13,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-199-52960-2,Hamlet,Aldous Huxley,Classic,2024,245,245,E-78,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5234-4049-8,The Brothers Karamazov,Boris Pasternak,Adventure,2025,88,88,N-01,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-02-028102-3,A Bend in the River,Thomas Hardy,Biography,2025,18,18,R-68,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-01-486700-4,Ulysses,Louisa May Alcott,Biography,2025,197,197,O-89,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-257-92995-8,One Thousand and One Nights,Vladimir Nabokov,Religion,2025,55,55,F-87,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-681-11909-3,The Naked and the Dead,Robert Penn Warren,Science Fiction,2025,125,125,W-51,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-84115-814-3,Paradise Lost,Guy de Maupassant,Poetry,2025,19,19,Y-23,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-61720-085-4,The Handmaid's Tale,Clifford R. Adams,Detective,2025,267,267,T-87,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-897825-29-7,Dao De Jing: A Minimalist Translation,Marcel Proust,Comic,2025,166,166,C-94,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-495-07368-0,The Wonderful Wizard of Oz,Walker Percy,Biography,2024,6,6,R-43,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-57236-139-3,The Maltese Falcon,Johann Wolfgang von Goethe,Psychology,2024,99,99,S-85,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-957094-03-8,Nightmare Abbey,Alexandre Dumas,Poetry,2024,212,212,Z-53,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-09-672410-3,Midnight's Children,Louisa May Alcott,Psychology,2024,122,122,A-42,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-636-08331-8,Hamlet,Mikhail Bulgakov,Thriller,2026,3,3,B-26,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-373-84954-0,The War of the Worlds,Henry David Thoreau,Adventure,2024,236,236,D-08,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-0794-7619-4,Moby Dick,James Ellroy,Mystery,2025,55,55,J-21,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-08-856448-9,"Are You There God? It's Me, Margaret",Hermann Broch,Poetry,2024,134,134,H-67,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-240-68722-3,The Portrait of a Lady,Erich Remarque,Religion,2026,187,187,E-04,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-12-615843-4,Emma,Michael Chabon,Mystery,2025,57,57,Z-13,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7100-8477-1,Lord Jim,Albert Camus,Mythology,2025,131,131,O-43,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-09-654011-6,A Clockwork Orange,Sir Richard Francis Burton,Fantasy,2024,281,281,X-32,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-8044-9058-0,Madame Bovary,Henry Miller,Drama,2024,216,216,I-51,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-19-597057-9,Slaughterhouse Five,Ray Bradbury,Children's Literature,2025,207,207,Q-85,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-304-45162-3,The Day of the Locust,Jonathan Swift,Philosophy,2024,228,228,D-98,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-9590458-2-6,Harry Potter and the Sorcerer's Stone,Walter Scott,Young Adult,2025,262,262,J-55,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4386-0179-3,The Blue Castle,John Updike,Mythology,2024,164,164,E-84,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-142-40672-1,The Pillars of the Earth,Clifford R. Adams,Detective,2025,3,3,M-03,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-64683-601-7,The Enchanted April,R.L. Stine,Detective,2025,252,252,H-79,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5328-7848-0,"Tinker, Tailor, Soldier, Spy",Plato,Memoir,2024,100,100,A-82,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-4897-1333-9,Faust,Mark Twain,Young Adult,2025,97,97,P-16,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-316-36840-7,A Clockwork Orange,Nathanael West,Comic,2025,20,20,J-95,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-507-22846-6,An American Tragedy,Oscar Wilde,Horror,2025,55,55,A-52,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-7684-1375-5,"The Lion, the Witch, and the Wardrobe",Oscar Wilde,Horror,2025,103,103,Y-08,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-261-43400-1,Grimms' Fairy Tales,Thomas Love Peacock,Graphic Novel,2025,151,151,H-52,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-489-19112-3,Hitting the line,Emily Brontë,Biography,2024,283,283,P-52,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-15-864733-3,A Handful of Dust,D.H. Lawrence,Philosophy,2024,196,196,N-74,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-56286-065-3,Life of Pi,Richard Yates,Young Adult,2024,37,37,P-67,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-85625-710-7,Bible,Nathaniel Hawthorne,Children's Literature,2024,233,233,Y-75,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-931489-69-3,The Complete Works of Edgar Allen Poe,Virgil,Historical Fiction,2025,219,219,V-99,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-77136-946-6,The Pursuit of Love,Peter Carey,Poetry,2025,210,210,Q-38,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-222-22799-4,Dubliners,Marcel Proust,Western,2025,134,134,Q-76,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-539-40950-5,Dracula,Bhagavanlal Indrajit,Memoir,2024,16,16,B-95,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-10-203548-3,A Wrinkle in Time,William Shakespeare,Historical Fiction,2024,11,11,R-59,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-244-04291-2,Beyond Good and Evil,Anton Pavlovich Chekhov,Comic,2024,207,207,W-44,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-7036-9666-0,Anna Karenina,David Wyllie,Business,2024,101,101,N-75,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-222-88504-0,The Fountainhead,William Shakespeare,Western,2025,109,109,M-49,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-604-94173-2,Walden,Ernest Hemingway,Science Fiction,2025,175,175,C-13,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-1-5259-3816-0,"I, Claudius",David Wyllie,Philosophy,2025,170,170,C-37,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
978-0-529-08920-5,My Life,Anne Frank,Comedy,2025,93,93,C-21,"2/15/2025, 4:59:00 PM","2/15/2025, 4:59:00 PM"
